:START_ID,:END_ID,:TYPE,relation_id,doc_id,chunk_id,confidence:float,evidence_text,expert_status
tech_multimodal_situation,case_afghanistan_earthquake,VALIDATED_IN,dfe6d6761109e332,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.62,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
tech_graphrag_evidence,case_afghanistan_earthquake,VALIDATED_IN,c07cdd479a5ded58,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.62,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
tech_multimodal_situation,limit_data_bias,LIMITED_BY,aab8af3972802e93,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.6,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
tech_graphrag_evidence,limit_data_bias,LIMITED_BY,aa30e17a340efce9,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.6,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
stage_seismic_monitoring,policy_data_governance,REQUIRED_BY,69837950f2f28f38,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.58,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
tech_graphrag_evidence,hazard_earthquake,APPLIES_TO,ca76995849aca089,case_haiti_earthquake,case_haiti_earthquake_c000,0.72,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,hazard_earthquake,APPLIES_TO,873e784d9d7c7a8b,case_haiti_earthquake,case_haiti_earthquake_c000,0.72,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,stage_post_quake_dispatch,SERVES_STAGE,28736d23e9ba0c25,case_haiti_earthquake,case_haiti_earthquake_c000,0.68,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,stage_post_quake_dispatch,SERVES_STAGE,6dda2c4c78137396,case_haiti_earthquake,case_haiti_earthquake_c000,0.68,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,task_evidence_qa,SOLVES,3d7c25fc052fea47,case_haiti_earthquake,case_haiti_earthquake_c000,0.7,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,task_evidence_qa,SOLVES,a5024fdaf02c23ac,case_haiti_earthquake,case_haiti_earthquake_c000,0.7,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,data_social_media,DEPENDS_ON,910e3b91809b1fa2,case_haiti_earthquake,case_haiti_earthquake_c000,0.66,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,data_social_media,DEPENDS_ON,86be5f7a36a03740,case_haiti_earthquake,case_haiti_earthquake_c000,0.66,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,model_llm,USES_MODEL,59a18de12ede1596,case_haiti_earthquake,case_haiti_earthquake_c000,0.64,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,model_llm,USES_MODEL,f73526cbfd0a7c75,case_haiti_earthquake,case_haiti_earthquake_c000,0.64,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,case_haiti_earthquake,VALIDATED_IN,ae840f8499caa072,case_haiti_earthquake,case_haiti_earthquake_c000,0.62,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,case_haiti_earthquake,VALIDATED_IN,a69d5ed49d6d838c,case_haiti_earthquake,case_haiti_earthquake_c000,0.62,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,limit_hallucination,LIMITED_BY,62adc232bacdb89b,case_haiti_earthquake,case_haiti_earthquake_c000,0.6,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_llm_emergency_decision,limit_hallucination,LIMITED_BY,95cf56d0312afcd5,case_haiti_earthquake,case_haiti_earthquake_c000,0.6,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
stage_post_quake_dispatch,policy_earthquake_emergency_plan,REQUIRED_BY,53cf3eceff42cb04,case_haiti_earthquake,case_haiti_earthquake_c000,0.58,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
tech_graphrag_evidence,hazard_earthquake,APPLIES_TO,01651932f9e5c1f9,case_morocco_earthquake,case_morocco_earthquake_c000,0.72,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
tech_lifeline_gnn,hazard_earthquake,APPLIES_TO,0f72decac03cf208,case_morocco_earthquake,case_morocco_earthquake_c000,0.72,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
tech_graphrag_evidence,stage_seismic_risk_assessment,SERVES_STAGE,741c7c383f117003,case_morocco_earthquake,case_morocco_earthquake_c000,0.68,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
tech_lifeline_gnn,stage_seismic_risk_assessment,SERVES_STAGE,c79eb1a73fa50f78,case_morocco_earthquake,case_morocco_earthquake_c000,0.68,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
tech_graphrag_evidence,task_lifeline_risk,SOLVES,9f728ecdc0eab69d,case_morocco_earthquake,case_morocco_earthquake_c000,0.7,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
tech_lifeline_gnn,task_lifeline_risk,SOLVES,8052664096545ec7,case_morocco_earthquake,case_morocco_earthquake_c000,0.7,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
