review_item_id,item_type,priority,reason,doc_id,chunk_id,source,relation_type,target,confidence,suggested_decision
12d13a32b6ee37ff,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,policy_japan_disaster_plan,policy_japan_disaster_plan_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
060ab02fb1540936,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,policy_japan_disaster_plan,policy_japan_disaster_plan_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
dfa6aa303421847f,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,policy_sendai_framework_earthquake,policy_sendai_framework_earthquake_c000,地震证据图谱GraphRAG,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
a60a8867ad1a8ebd,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,policy_us_mitigation_framework,policy_us_mitigation_framework_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
af68c66153742e8c,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,policy_us_mitigation_framework,policy_us_mitigation_framework_c000,地震风险时空预测,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
dc11b5e2a97d4f1c,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_fema_hazus,project_fema_hazus_c000,地震证据图谱GraphRAG,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
757b12291eca2a98,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_fema_hazus,project_fema_hazus_c000,震后灾情快速评估,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
d51b82beee23cb72,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_hot_osm_earthquake,project_hot_osm_earthquake_c000,地震多模态灾情理解,VALIDATED_IN,阿富汗地震,0.62,pending_manual_review
e28ac22e5d2e7d0e,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_hot_osm_earthquake,project_hot_osm_earthquake_c000,地震证据图谱GraphRAG,VALIDATED_IN,阿富汗地震,0.62,pending_manual_review
ed2217faa0f496b7,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_myshake,project_myshake_c000,地震早期预警,VALIDATED_IN,MyShake地震预警案例,0.62,pending_manual_review
4b1b49c3084fbc13,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_myshake,project_myshake_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
e24847fe68831408,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_myshake,project_myshake_c000,地震证据图谱GraphRAG,VALIDATED_IN,MyShake地震预警案例,0.62,pending_manual_review
7d86a2bd068e24b3,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_myshake,project_myshake_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
dc4cb530fc3f3177,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_nasa_earthquake_response,project_nasa_earthquake_response_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
7d2542d55e2c36bb,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_nasa_earthquake_response,project_nasa_earthquake_response_c000,遥感震损智能解译,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
868f5b30a291fcce,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_openquake,project_openquake_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
4c88cab0efa06eb2,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_openquake,project_openquake_c000,地震风险时空预测,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
72d608aff24b9057,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_shakealert,project_shakealert_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
090b2d24d6efe7ec,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_shakealert,project_shakealert_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
cd24cf64a209b319,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_xview2_earthquake,project_xview2_earthquake_c000,震后建筑损毁识别,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
e9767c4760881d74,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,project_xview2_earthquake,project_xview2_earthquake_c000,地震证据图谱GraphRAG,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
619632ecf7156a7b,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_cdri_giri,report_cdri_giri_c000,地震证据图谱GraphRAG,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
fadcc00d2cfad45d,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_cdri_giri,report_cdri_giri_c000,生命线震损风险传播GNN,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
1ceb1d958655ef24,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_fema_building_codes,report_fema_building_codes_c000,震后建筑损毁识别,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
4276fad20d9303b2,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_fema_building_codes,report_fema_building_codes_c000,地震证据图谱GraphRAG,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
8bd4b3271882181b,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_gfdrr_ml_drm,report_gfdrr_ml_drm_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
ab1e06d0cd2041cc,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_gfdrr_ml_drm,report_gfdrr_ml_drm_c000,遥感震损智能解译,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
3571aa71bb36be77,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_gfdrr_responsible_ai,report_gfdrr_responsible_ai_c000,地震证据图谱GraphRAG,VALIDATED_IN,海地地震,0.62,pending_manual_review
702db93841d355a3,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_gfdrr_responsible_ai,report_gfdrr_responsible_ai_c000,地震应急辅助决策,VALIDATED_IN,海地地震,0.62,pending_manual_review
38a048a28c17cf43,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_jrc_ai_drm,report_jrc_ai_drm_c000,地震证据图谱GraphRAG,VALIDATED_IN,土耳其叙利亚地震,0.62,pending_manual_review
b4cc57e1b559e25b,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_undrr_gar2025,report_undrr_gar2025_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
89bcdfa0f5b52b69,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_undrr_gar2025,report_undrr_gar2025_c000,地震风险时空预测,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
3185855dba1c2bba,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_worldbank_lifelines,report_worldbank_lifelines_c000,地震证据图谱GraphRAG,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
548a98462b2cde42,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,report_worldbank_lifelines,report_worldbank_lifelines_c000,生命线震损风险传播GNN,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
8179d45d1581bb23,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22320_incident_management,standard_iso_22320_incident_management_c000,地震证据图谱GraphRAG,VALIDATED_IN,海地地震,0.62,pending_manual_review
0025b5d79f0d6ba9,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22320_incident_management,standard_iso_22320_incident_management_c000,地震应急辅助决策,VALIDATED_IN,海地地震,0.62,pending_manual_review
90184cc2aff0384d,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22322_public_warning,standard_iso_22322_public_warning_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
e0483e37ccb40eae,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22322_public_warning,standard_iso_22322_public_warning_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
627bead48830fc53,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22324_colour_alerts,standard_iso_22324_colour_alerts_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
a226edef6ee95618,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_22324_colour_alerts,standard_iso_22324_colour_alerts_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
1b71bf9e0adfebbe,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_31000_risk,standard_iso_31000_risk_c000,地震证据图谱GraphRAG,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
96aa0f640256fdd6,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_31000_risk,standard_iso_31000_risk_c000,地震风险时空预测,VALIDATED_IN,日本能登半岛地震,0.62,pending_manual_review
320aaf2f66f0bcd7,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_37123_resilient_cities,standard_iso_37123_resilient_cities_c000,地震证据图谱GraphRAG,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
1be40a807b49039d,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_iso_37123_resilient_cities,standard_iso_37123_resilient_cities_c000,生命线震损风险传播GNN,VALIDATED_IN,摩洛哥地震,0.62,pending_manual_review
0e632df780b25c1b,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_oasis_cap,standard_oasis_cap_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
65c4a7217e7bd3d9,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_oasis_cap,standard_oasis_cap_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
50cee5645c94f801,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_ogc_sensorthings,standard_ogc_sensorthings_c000,地震早期预警,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
2d3628e77635a0a5,relation,high,案例验证关系直接影响技术成熟度，需要优先人工确认,standard_ogc_sensorthings,standard_ogc_sensorthings_c000,地震证据图谱GraphRAG,VALIDATED_IN,ShakeAlert地震预警案例,0.62,pending_manual_review
aab8af3972802e93,relation,high,限制条件影响结论边界，需要优先人工确认,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,地震多模态灾情理解,LIMITED_BY,数据偏差,0.6,pending_manual_review
aa30e17a340efce9,relation,high,限制条件影响结论边界，需要优先人工确认,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,地震证据图谱GraphRAG,LIMITED_BY,数据偏差,0.6,pending_manual_review
62adc232bacdb89b,relation,high,限制条件影响结论边界，需要优先人工确认,case_haiti_earthquake,case_haiti_earthquake_c000,地震证据图谱GraphRAG,LIMITED_BY,幻觉风险,0.6,pending_manual_review
95cf56d0312afcd5,relation,high,限制条件影响结论边界，需要优先人工确认,case_haiti_earthquake,case_haiti_earthquake_c000,地震应急辅助决策,LIMITED_BY,幻觉风险,0.6,pending_manual_review
65f3a59811276c2c,relation,high,限制条件影响结论边界，需要优先人工确认,case_morocco_earthquake,case_morocco_earthquake_c000,地震证据图谱GraphRAG,LIMITED_BY,可解释性不足,0.6,pending_manual_review
8092597edcc18366,relation,high,限制条件影响结论边界，需要优先人工确认,case_morocco_earthquake,case_morocco_earthquake_c000,生命线震损风险传播GNN,LIMITED_BY,可解释性不足,0.6,pending_manual_review
5e7435ea9424a227,relation,high,限制条件影响结论边界，需要优先人工确认,case_nepal_earthquake_pdna,case_nepal_earthquake_pdna_c000,震后救援调度优化,LIMITED_BY,震后通信中断,0.6,pending_manual_review
5356ad807e0b4992,relation,high,限制条件影响结论边界，需要优先人工确认,case_nepal_earthquake_pdna,case_nepal_earthquake_pdna_c000,地震证据图谱GraphRAG,LIMITED_BY,震后通信中断,0.6,pending_manual_review
6f63d90b30b20a02,relation,high,限制条件影响结论边界，需要优先人工确认,case_noto_earthquake,case_noto_earthquake_c000,地震早期预警,LIMITED_BY,实时部署困难,0.6,pending_manual_review
7fafd3d60e7bf263,relation,high,限制条件影响结论边界，需要优先人工确认,case_noto_earthquake,case_noto_earthquake_c000,地震证据图谱GraphRAG,LIMITED_BY,实时部署困难,0.6,pending_manual_review
71d771fb672b94f2,relation,high,限制条件影响结论边界，需要优先人工确认,case_turkiye_rdna,case_turkiye_rdna_c000,地震证据图谱GraphRAG,LIMITED_BY,实时部署困难,0.6,pending_manual_review
e8071fec033e2daf,relation,high,限制条件影响结论边界，需要优先人工确认,case_turkiye_rdna,case_turkiye_rdna_c000,震后灾情快速评估,LIMITED_BY,实时部署困难,0.6,pending_manual_review
aa513714e51ff668,relation,high,限制条件影响结论边界，需要优先人工确认,case_turkiye_syria_earthquake,case_turkiye_syria_earthquake_c000,震后建筑损毁识别,LIMITED_BY,标注稀缺,0.6,pending_manual_review
ef3629ce1a53754f,relation,high,限制条件影响结论边界，需要优先人工确认,case_turkiye_syria_earthquake,case_turkiye_syria_earthquake_c000,地震证据图谱GraphRAG,LIMITED_BY,标注稀缺,0.6,pending_manual_review
f3c722d48a94a8ab,relation,high,限制条件影响结论边界，需要优先人工确认,paper_ai_emergency_qa,paper_ai_emergency_qa_c000,地震证据图谱GraphRAG,LIMITED_BY,幻觉风险,0.6,pending_manual_review
6a1badfba6c8692a,relation,high,限制条件影响结论边界，需要优先人工确认,paper_ai_emergency_qa,paper_ai_emergency_qa_c000,地震应急辅助决策,LIMITED_BY,幻觉风险,0.6,pending_manual_review
1e7d2520286770b9,relation,high,限制条件影响结论边界，需要优先人工确认,paper_bddnet_damage,paper_bddnet_damage_c000,震后建筑损毁识别,LIMITED_BY,标注稀缺,0.6,pending_manual_review
1dd93e52ffeaafea,relation,high,限制条件影响结论边界，需要优先人工确认,paper_bddnet_damage,paper_bddnet_damage_c000,地震证据图谱GraphRAG,LIMITED_BY,标注稀缺,0.6,pending_manual_review
fe3e8e2358b6b481,relation,high,限制条件影响结论边界，需要优先人工确认,paper_lifeline_resilience,paper_lifeline_resilience_c000,地震证据图谱GraphRAG,LIMITED_BY,可解释性不足,0.6,pending_manual_review
867d8ae8a9ece2bf,relation,high,限制条件影响结论边界，需要优先人工确认,paper_lifeline_resilience,paper_lifeline_resilience_c000,生命线震损风险传播GNN,LIMITED_BY,可解释性不足,0.6,pending_manual_review
8afc5b1e4d90d24e,relation,high,限制条件影响结论边界，需要优先人工确认,paper_myshake_network,paper_myshake_network_c000,地震早期预警,LIMITED_BY,实时部署困难,0.6,pending_manual_review
d86fc9ec8e9e95ad,relation,high,限制条件影响结论边界，需要优先人工确认,paper_myshake_network,paper_myshake_network_c000,地震证据图谱GraphRAG,LIMITED_BY,实时部署困难,0.6,pending_manual_review
