relation_id,source,source_name,source_type,target,target_name,target_type,relation_type,doc_id,chunk_id,confidence,evidence_text,expert_status
dfe6d6761109e332,tech_multimodal_situation,地震多模态灾情理解,AITech,case_afghanistan_earthquake,阿富汗地震,Case,VALIDATED_IN,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.62,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
c07cdd479a5ded58,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,case_afghanistan_earthquake,阿富汗地震,Case,VALIDATED_IN,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.62,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
aab8af3972802e93,tech_multimodal_situation,地震多模态灾情理解,AITech,limit_data_bias,数据偏差,Limitation,LIMITED_BY,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.6,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
aa30e17a340efce9,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,limit_data_bias,数据偏差,Limitation,LIMITED_BY,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.6,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
69837950f2f28f38,stage_seismic_monitoring,震前监测感知,Scenario,policy_data_governance,数据共享与隐私合规,Policy,REQUIRED_BY,case_afghanistan_earthquake_2023,case_afghanistan_earthquake_2023_c000,0.58,"# Afghanistan earthquake 2023 disaster case

该灾害案例来源为“Afghanistan earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震多模态灾情理解 技术社区，并服务 震前监测感知 场景。

从可抽取证据看，地震多模态灾情理解 依赖 众源文本，常结合 Transformer，用于完成 灾情态势摘要。该证据可与 阿富汗地震 形成案例验证关系，并受 数据共享与隐私合规 的治理要求约束。

面向 GraphRAG 索引，可形成“地震多模态灾情理解 -> 地震 -> 震前监测感知 -> 灾情态势摘要 -> 众源文本 -> Transform",pending
ca76995849aca089,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,hazard_earthquake,地震,DisasterType,APPLIES_TO,case_haiti_earthquake,case_haiti_earthquake_c000,0.72,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
873e784d9d7c7a8b,tech_llm_emergency_decision,地震应急辅助决策,AITech,hazard_earthquake,地震,DisasterType,APPLIES_TO,case_haiti_earthquake,case_haiti_earthquake_c000,0.72,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
28736d23e9ba0c25,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,stage_post_quake_dispatch,震后应急调度,Scenario,SERVES_STAGE,case_haiti_earthquake,case_haiti_earthquake_c000,0.68,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
6dda2c4c78137396,tech_llm_emergency_decision,地震应急辅助决策,AITech,stage_post_quake_dispatch,震后应急调度,Scenario,SERVES_STAGE,case_haiti_earthquake,case_haiti_earthquake_c000,0.68,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
3d7c25fc052fea47,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,task_evidence_qa,证据链问答,Task,SOLVES,case_haiti_earthquake,case_haiti_earthquake_c000,0.7,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
a5024fdaf02c23ac,tech_llm_emergency_decision,地震应急辅助决策,AITech,task_evidence_qa,证据链问答,Task,SOLVES,case_haiti_earthquake,case_haiti_earthquake_c000,0.7,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
910e3b91809b1fa2,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,data_social_media,众源文本,Dataset,DEPENDS_ON,case_haiti_earthquake,case_haiti_earthquake_c000,0.66,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
86be5f7a36a03740,tech_llm_emergency_decision,地震应急辅助决策,AITech,data_social_media,众源文本,Dataset,DEPENDS_ON,case_haiti_earthquake,case_haiti_earthquake_c000,0.66,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
59a18de12ede1596,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,model_llm,LLM,Model,USES_MODEL,case_haiti_earthquake,case_haiti_earthquake_c000,0.64,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
f73526cbfd0a7c75,tech_llm_emergency_decision,地震应急辅助决策,AITech,model_llm,LLM,Model,USES_MODEL,case_haiti_earthquake,case_haiti_earthquake_c000,0.64,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
ae840f8499caa072,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,case_haiti_earthquake,海地地震,Case,VALIDATED_IN,case_haiti_earthquake,case_haiti_earthquake_c000,0.62,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
a69d5ed49d6d838c,tech_llm_emergency_decision,地震应急辅助决策,AITech,case_haiti_earthquake,海地地震,Case,VALIDATED_IN,case_haiti_earthquake,case_haiti_earthquake_c000,0.62,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
62adc232bacdb89b,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,limit_hallucination,幻觉风险,Limitation,LIMITED_BY,case_haiti_earthquake,case_haiti_earthquake_c000,0.6,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
95cf56d0312afcd5,tech_llm_emergency_decision,地震应急辅助决策,AITech,limit_hallucination,幻觉风险,Limitation,LIMITED_BY,case_haiti_earthquake,case_haiti_earthquake_c000,0.6,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
53cf3eceff42cb04,stage_post_quake_dispatch,震后应急调度,Scenario,policy_earthquake_emergency_plan,地震应急预案,Policy,REQUIRED_BY,case_haiti_earthquake,case_haiti_earthquake_c000,0.58,"# Haiti earthquake recovery and damage assessment case

该灾害案例来源为“Haiti earthquake recovery and damage assessment case”，来源机构或平台为 World Bank。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 地震应急辅助决策 技术社区，并服务 震后应急调度 场景。

从可抽取证据看，地震应急辅助决策 依赖 众源文本，常结合 LLM，用于完成 证据链问答。该证据可与 海地地震 形成案例验证关系，并受 地震应急预案 的治理要求约束。

面向 GraphRAG 索引，可形成“地震应急辅助决策 -> 地震 -> 震后应急调度 -> 证据链问答 -> 众源文本 -> LLM",pending
01651932f9e5c1f9,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,hazard_earthquake,地震,DisasterType,APPLIES_TO,case_morocco_earthquake,case_morocco_earthquake_c000,0.72,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
0f72decac03cf208,tech_lifeline_gnn,生命线震损风险传播GNN,AITech,hazard_earthquake,地震,DisasterType,APPLIES_TO,case_morocco_earthquake,case_morocco_earthquake_c000,0.72,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
741c7c383f117003,tech_graphrag_evidence,地震证据图谱GraphRAG,AITech,stage_seismic_risk_assessment,地震风险评估,Scenario,SERVES_STAGE,case_morocco_earthquake,case_morocco_earthquake_c000,0.68,"# Morocco earthquake 2023 disaster case

该灾害案例来源为“Morocco earthquake 2023 disaster case”，来源机构或平台为 ReliefWeb。在地震灾害AI防灾减灾关键技术图谱中，该来源被整理为 地震 专题证据，主要支撑 生命线震损风险传播GNN 技术社区，并服务 地震风险评估 场景。

从可抽取证据看，生命线震损风险传播GNN 依赖 生命线设施数据，常结合 GNN，用于完成 生命线风险评估。该证据可与 摩洛哥地震 形成案例验证关系，并受 防震减灾规划 的治理要求约束。

面向 GraphRAG 索引，可形成“生命线震损风险传播GNN -> 地震 -> 地震风险评估 -> 生命线风险评估 -> 生命线设施数据 -> GNN -> 摩洛哥地",pending
