claim_id,relation_id,claim_text,doc_id,chunk_id,evidence_text,confidence,expert_status,source_file
CLM_EQ_000011,REL_EQ_000011,分布式AI地震预警 USES_MODEL（采用模型） DBSCAN,EQ_DOC_007,CHK_EQ_000019,"## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算力和Telemetry延迟的瓶颈 [69, 70, 71]。在极短响应时窗下，为了避免中央服务器出现灾难性的网络拥堵或单点物理瘫痪，防灾AI架构必须采取“云-边-端”协同决策模式 [71, 72]。 ",0.75,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000012,REL_EQ_000012,分布式AI地震预警 DEPENDS_ON（依赖数据） MEMS 加速度计,EQ_DOC_007,CHK_EQ_000019,"## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算力和Telemetry延迟的瓶颈 [69, 70, 71]。在极短响应时窗下，为了避免中央服务器出现灾难性的网络拥堵或单点物理瘫痪，防灾AI架构必须采取“云-边-端”协同决策模式 [71, 72]。 ",0.75,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000013,REL_EQ_000013,分布式AI地震预警 DEPENDS_ON（依赖数据） 台站波形数据,EQ_DOC_007,CHK_EQ_000019,"## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算力和Telemetry延迟的瓶颈 [69, 70, 71]。在极短响应时...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000014,REL_EQ_000014,分布式AI地震预警 LIMITED_BY（受限于） 预警盲区,EQ_DOC_007,CHK_EQ_000019,"## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算力和Telemetry延迟的瓶颈 [69, 70, 71]。在极短响应时...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000015,REL_EQ_000015,分布式AI地震预警 LIMITED_BY（受限于） 通信延迟,EQ_DOC_007,CHK_EQ_000019,"## 七、 分布式AI地震预警系统、边缘计算与众包传感器网络 传统的地震早期预警系统（EEW）虽然在减轻次生灾害方面发挥了巨大作用，但在处理超大规模传感器数据流（如来自数以万计众包手机或极高密度的窄带无线传感网络 WSN）时，仍然面临系统算力和Telemetry延迟的瓶颈 [69, 70, 71]。在极短响应时...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000016,REL_EQ_000016,地震风险时空预测 SOLVES（解决任务） 地震风险评估,EQ_DOC_008,CHK_EQ_000024,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑...",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000017,REL_EQ_000017,地震风险时空预测 DEPENDS_ON（依赖数据） CENC 地震目录,EQ_DOC_002,CHK_EQ_000004,"...决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等方面的技术路径不同，同一地震事件的测定参数往往存在系统性偏差 [2, 3]。 通过对比 USGS 与中国地震台网中心（CENC）对全球典型地震事件的正式测定结果，可以清晰地看出这些物理参数的技术异同点",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000018,REL_EQ_000018,ShakeMap DEPENDS_ON（依赖数据） Finite Fault Model,EQ_DOC_003,CHK_EQ_000007,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000019,REL_EQ_000019,ShakeMap DEPENDS_ON（依赖数据） Vs30,EQ_DOC_003,CHK_EQ_000007,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000020,REL_EQ_000020,ShakeMap HAS_METRIC（具有指标） PGA,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000021,REL_EQ_000021,ShakeMap HAS_METRIC（具有指标） PGV,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000022,REL_EQ_000022,ShakeMap HAS_METRIC（具有指标） MMI,EQ_DOC_003,CHK_EQ_000007,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000023,REL_EQ_000023,ShakeMap HAS_IMPACT（产生影响） Intensity Contours,EQ_DOC_003,CHK_EQ_000008,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - （由于 Kathmandu 盆地厚软沉积层放大，长周期波突出） [16] | [20] | | 最大修正麦加利烈度 (MMI) | MMI IX - XI (极度暴烈震动) [2, 5] | MMI ",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000024,REL_EQ_000024,ShakeMap HAS_IMPACT（产生影响） XML Grid,EQ_DOC_003,CHK_EQ_000008,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - （由于 Kathmandu 盆地厚软沉积层放大，长周期波突出） [16] | [20] | | 最大修正麦加利烈度 (MMI) | MMI IX - XI (极度暴烈震动) [2, 5] | MMI ",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000025,REL_EQ_000025,ShakeMap HAS_IMPACT（产生影响） Fault Rupture JSON,EQ_DOC_003,CHK_EQ_000008,"..., 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] | - （由于 Kathmandu 盆地厚软沉积层放大，长周期波突出） [16] | [20] | | 最大修正麦加利烈度 (MMI) | MMI IX - XI (极度暴烈震动) [2, 5] | MMI ",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000026,REL_EQ_000026,PAGER DEPENDS_ON（依赖数据） ShakeMap,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000027,REL_EQ_000027,PAGER DEPENDS_ON（依赖数据） WorldPop,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000028,REL_EQ_000028,PAGER SOLVES（解决任务） 人员伤亡估计,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000029,REL_EQ_000029,PAGER SOLVES（解决任务） 经济损失估计,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000030,REL_EQ_000030,PAGER HAS_IMPACT（产生影响） PAGER XML,EQ_DOC_003,CHK_EQ_000008,"...MMI X (毁灭性强烈震动) [9] | MMI IX - X [3, 33] | MMI VIII (严重破坏烈度) [20] | | PAGER 经济损失警报级别 | 红色警报（经济损失极可能达到数亿美元，占日本国内生产总值的1%以下） [29] | 红色警报（经济损失数额极其巨大，破坏性极广） [9] | 红色警报（预估经济损失达到数十亿美元，约占尼泊尔国内生产总值的50%） [16] | 红色警报（预估损失巨大，占其GD",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000031,REL_EQ_000031,PAGER HAS_IMPACT（产生影响） PAGER 快速评估结果,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000032,REL_EQ_000032,ShakeMap VALIDATED_IN（案例验证） 2024 年日本能登半岛地震,EQ_DOC_003,CHK_EQ_000008,"| 评估指标与评估报告产品类型 | 2024年能登半岛地震数据值 [2, 4, 5, 29] | 2023年土耳其双震（主震）数据值 [9, 10, 31, 32] | 2015年尼泊尔大震数据值 [16, 17, 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- | | ShakeMap 最大实测PGA | () [2] | 超出 范围 [10, 35] |",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000033,REL_EQ_000033,震后灾情快速评估 SERVES_STAGE（服务阶段） 震后评估,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000034,REL_EQ_000034,震后灾情快速评估 DEPENDS_ON（依赖数据） ShakeMap,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.75,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000035,REL_EQ_000035,震后灾情快速评估 DEPENDS_ON（依赖数据） PAGER,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for...",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000036,REL_EQ_000036,震后灾情快速评估 SOLVES（解决任务） 人员伤亡估计,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000037,REL_EQ_000037,震后灾情快速评估 SOLVES（解决任务） 经济损失估计,EQ_DOC_003,CHK_EQ_000007,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源",0.75,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000038,REL_EQ_000038,震后建筑损毁识别 SERVES_STAGE（服务阶段） 震后评估,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000039,REL_EQ_000039,震后建筑损毁识别 DEPENDS_ON（依赖数据） xBD,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000040,REL_EQ_000040,震后建筑损毁识别 DEPENDS_ON（依赖数据） Copernicus EMS,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000041,REL_EQ_000041,震后建筑损毁识别 DEPENDS_ON（依赖数据） ALOS-2-BDE,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000042,REL_EQ_000042,震后建筑损毁识别 DEPENDS_ON（依赖数据） Sentinel-1,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000043,REL_EQ_000043,震后建筑损毁识别 DEPENDS_ON（依赖数据） PALSAR-2,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000044,REL_EQ_000044,震后建筑损毁识别 DEPENDS_ON（依赖数据） OpenStreetMap,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000045,REL_EQ_000045,震后建筑损毁识别 DEPENDS_ON（依赖数据） 建筑物足迹,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000046,REL_EQ_000046,震后建筑损毁识别 SOLVES（解决任务） 震后建筑损毁识别,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.9,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000047,REL_EQ_000047,震后建筑损毁识别 USES_MODEL（采用模型） CNN,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000048,REL_EQ_000048,震后建筑损毁识别 USES_MODEL（采用模型） U-Net,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000049,REL_EQ_000049,震后建筑损毁识别 USES_MODEL（采用模型） Transformer,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
CLM_EQ_000050,REL_EQ_000050,震后建筑损毁识别 LIMITED_BY（受限于） 光学影像云层遮挡,EQ_DOC_005,CHK_EQ_000013,"## 五、 遥感影像解译、建筑震损标签与多源几何特征提取 面对大面积地震灾害，现场地毯式排查在效率和安全性上均无法满足应急决策的急迫时效要求 [49]。通过联合天基高分辨率卫星与空基无人机（UAV）遥感手段进行智能解译，是目前实现大范围、快速建筑震损评估的核心路径 [50, 51]。 在遥感智能算法的研制与工程标定中，高质量...",0.6,待复核,地震灾害数据收集与整理.docx
