relation_id,head,relation_type,tail,confidence,priority_score,priority_reason,doc_id,chunk_id,expert_status
REL_EQ_000021,OpenQuake,HAS_METRIC,COV,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000032,地震,DERIVES_FROM,原始来源核验机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_001,CHK_EQ_000001,待复核
REL_EQ_000033,地震,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000034,地震,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000035,应急响应,DERIVES_FROM,原始来源核验机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_001,CHK_EQ_000001,待复核
REL_EQ_000036,应急响应,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000037,应急响应,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000038,恢复重建,DERIVES_FROM,原始来源核验机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_001,CHK_EQ_000001,待复核
REL_EQ_000039,恢复重建,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000011,待复核
REL_EQ_000040,灾后复盘,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000041,地震早期预警,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000042,分布式AI地震预警,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000043,CNN,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000044,GNN,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000045,RNN,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000046,Transformer,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000047,Transformer,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000048,随机森林,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000049,能力谱法,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000050,Hazus,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000051,OpenQuake,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000052,PhaseNet,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000053,PhaseNet,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000054,EQTransformer,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000055,EQTransformer,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000056,DBSCAN,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000057,QuakeWake,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000058,E3WS,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000059,CENC 地震目录,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000060,JMA 地震目录,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000061,ShakeMap,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000062,PAGER,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000063,Finite Fault Model,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000064,WorldPop,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000065,xBD,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000066,xBD,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000067,Copernicus EMS,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000068,ALOS-2-BDE,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000069,Sentinel-1,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000070,PALSAR-2,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000071,OpenStreetMap,DERIVES_FROM,遥感影像与建筑震损标签,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_005,CHK_EQ_000014,待复核
REL_EQ_000072,MEMS 加速度计,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000073,Vs30,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000018,待复核
REL_EQ_000074,人口暴露格网,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000075,Uncertainty Grid,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000076,地震风险评估,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000024,待复核
REL_EQ_000077,经济损失估计,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000078,证据问答,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000030,待复核
REL_EQ_000079,地震动模拟,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000080,2024 年日本能登半岛地震,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000081,2024 年日本能登半岛地震,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000082,2024 年日本能登半岛地震,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000083,2024 年日本能登半岛地震,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000084,2024 年日本能登半岛地震,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000085,2024 年日本能登半岛地震,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000086,2023 年土耳其-叙利亚地震,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000087,2023 年土耳其-叙利亚地震,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000088,2015 年尼泊尔廓尔喀地震,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000016,待复核
REL_EQ_000089,2015 年尼泊尔廓尔喀地震,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000016,待复核
REL_EQ_000090,Sendai Framework,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000091,国家地震应急预案,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000092,甘肃省地震应急预案,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000026,待复核
REL_EQ_000093,应急管理体系现代化规划,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000027,待复核
REL_EQ_000094,ISO 22320:2018,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000095,ISO 22320:2018,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000096,OASIS CAP,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000097,DesInventar Sendai,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000026,待复核
REL_EQ_000098,预警盲区,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000021,待复核
REL_EQ_000099,数据偏差,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000100,专家复核不足,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000031,待复核
REL_EQ_000101,台站稀疏,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000009,待复核
REL_EQ_000102,不确定性网格,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000103,USGS,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000104,USGS,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000105,CENC,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000106,JMA,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000107,FEMA,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000108,GEM,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000109,INSARAG,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000110,UNDAC,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000111,AFAD,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000011,待复核
REL_EQ_000112,WFP,DERIVES_FROM,灾后应急响应与人道需求,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_004,CHK_EQ_000010,待复核
REL_EQ_000113,ISO,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000114,ISO,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000029,待复核
REL_EQ_000115,Taiwan CWA,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000116,PGA,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000117,PGV,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000118,MMI,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000119,AEL,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000120,AELR,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000121,MDF,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000122,COV,DERIVES_FROM,工程损失评估系统,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000123,Vs30,DERIVES_FROM,暴露体与生命线韧性,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_006,CHK_EQ_000018,待复核
REL_EQ_000124,confidence,DERIVES_FROM,本体与复核机制,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_010,CHK_EQ_000031,待复核
REL_EQ_000125,震级,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000126,震级,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000019,待复核
REL_EQ_000127,震级,DERIVES_FROM,应急治理政策标准,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000128,震源深度,DERIVES_FROM,全球典型地震事件参数,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000129,震源深度,DERIVES_FROM,分布式AI地震预警,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_007,CHK_EQ_000020,待复核
REL_EQ_000130,PAGER XML,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000131,PAGER 快速评估结果,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000132,Intensity Contours,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000133,XML Grid,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000134,Fault Rupture JSON,DERIVES_FROM,ShakeMap与PAGER影响评估,0.75,25.0,低置信度或治理风险关系优先复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000137,ShakeMap,SUPPORTED_BY,证据片段003,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000138,ShakeMap,SUPPORTED_BY,证据片段004,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000139,ShakeMap,SUPPORTED_BY,证据片段005,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000140,ShakeMap,SUPPORTED_BY,证据片段006,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000141,ShakeMap,SUPPORTED_BY,证据片段007,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000142,ShakeMap,SUPPORTED_BY,证据片段008,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000143,ShakeMap,SUPPORTED_BY,证据片段009,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000144,PAGER,SUPPORTED_BY,证据片段010,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000145,PAGER,SUPPORTED_BY,证据片段011,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000146,PAGER,SUPPORTED_BY,证据片段012,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000147,PAGER,SUPPORTED_BY,证据片段013,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000148,PAGER,SUPPORTED_BY,证据片段014,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000149,ShakeMap,SUPPORTED_BY,证据片段015,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000150,Hazus,SUPPORTED_BY,证据片段016,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000152,OpenQuake,SUPPORTED_BY,证据片段018,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000153,OpenQuake,SUPPORTED_BY,证据片段019,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000157,ShakeMap,SUPPORTED_BY,证据片段023,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000158,PAGER,SUPPORTED_BY,证据片段024,0.9,12.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000159,CENC 地震目录,SUPPORTED_BY,证据片段025,0.9,12.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000160,JMA 地震目录,SUPPORTED_BY,证据片段026,0.9,12.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000004,待复核
REL_EQ_000161,Hazus,SUPPORTED_BY,证据片段027,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000162,OpenQuake,SUPPORTED_BY,证据片段028,0.9,12.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000163,ISO 22320:2018,SUPPORTED_BY,证据片段029,0.9,12.0,常规抽查复核,EQ_DOC_009,CHK_EQ_000025,待复核
REL_EQ_000164,2024 年日本能登半岛地震,SUPPORTED_BY,证据片段030,0.9,12.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000165,2024 年日本能登半岛地震,SUPPORTED_BY,证据片段031,0.9,12.0,常规抽查复核,EQ_DOC_002,CHK_EQ_000005,待复核
REL_EQ_000003,ShakeMap,DEPENDS_ON,Finite Fault Model,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000004,ShakeMap,HAS_METRIC,PGA,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000005,ShakeMap,HAS_METRIC,PGV,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000006,ShakeMap,HAS_METRIC,MMI,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000007,ShakeMap,HAS_IMPACT,Intensity Contours,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000008,ShakeMap,HAS_IMPACT,XML Grid,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000009,ShakeMap,HAS_IMPACT,Fault Rupture JSON,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000010,PAGER,DEPENDS_ON,ShakeMap,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000011,PAGER,DEPENDS_ON,WorldPop,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000012,PAGER,SOLVES,经济损失估计,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000013,PAGER,HAS_IMPACT,PAGER XML,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000014,PAGER,HAS_IMPACT,PAGER 快速评估结果,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
REL_EQ_000015,ShakeMap,VALIDATED_IN,2024 年日本能登半岛地震,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000008,待复核
REL_EQ_000016,Hazus,USES_MODEL,能力谱法,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000022,待复核
REL_EQ_000018,OpenQuake,HAS_METRIC,AEL,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000019,OpenQuake,HAS_METRIC,AELR,0.9,10.0,常规抽查复核,EQ_DOC_008,CHK_EQ_000023,待复核
REL_EQ_000023,ShakeMap,PUBLISHED_BY,USGS,0.9,10.0,常规抽查复核,EQ_DOC_003,CHK_EQ_000007,待复核
